C Mil A,UF,Município,OM,Curso,Entidade,Local,Início,Fim,Carga Horária,Efetivo Inicial,Efetivo Final,Valor hora aula,Valor total
CMNE ,PE ,Petrolina ,72º BI Mtz ,Instalações Elétricas Prediais ,SENAI - Petrolina ,Própria OM,3/10/2022,21/10/2022,40,20,20,"13,27",10616
CMNE ,PE ,Caruaru ,TG 07-014 ,Assistente Administrativo ,SENAI - PE ,Entidade Parceira,11/4/2022,3/6/2022,160,30,30,0,0
CMNE ,PE ,Caruaru ,TG 07-014 ,Eletricista de Automóvel ,SENAI - PE ,Entidade Parceira,4/4/2022,10/6/2022,200,25,25,0,0
CMNE ,PE ,Caruaru ,TG 07-014 ,PROGRAMADOR WEB ,SENAI - PE ,Entidade Parceira,4/4/2022,24/6/2022,240,32,32,0,0
CMNE ,PE ,Caruaru ,TG 07-014 ,Programador de Sistemas ,SENAI - PE ,Entidade Parceira,9/8/2022,17/10/2022,200,16,16,0,0
CMNE ,PE ,Vitória de Santo Antão ,TG 07-004 ,PROGRAMADOR WEB ,SENAC-PE ,Entidade Parceira,18/4/2022,14/7/2022,240,19,19,0,0
CMNE ,PE ,Vitória de Santo Antão ,TG 07-004 ,Programador de Sistemas ,SENAC-PE ,Entidade Parceira,18/4/2022,30/6/2022,200,19,19,0,0
CMNE ,PI ,Teresina ,2º BEC ,Cozinheiro ,SENAC - PI ,Entidade Parceira,20/6/2022,21/12/2022,500,1,1,7,3500
CMNE ,PI ,Teresina ,2º BEC ,Preparo e Decoração de Bolos e Tortas ,SENAC - PI ,Entidade Parceira,14/6/2022,30/6/2022,40,1,1,"12,5",500
CMNE ,PI ,Teresina ,2º BEC ,salgados comerciais ,SENAC - PI ,Entidade Parceira,7/6/2022,11/4/2022,20,1,1,13,260
CMNE ,PI ,Teresina ,2º BEC ,Salgados para Festas ,SENAC - PI ,Entidade Parceira,23/8/2022,26/8/2022,15,1,1,"13,34","200,1"
CMNE ,PI ,Teresina ,2º BEC ,Preparação de Pratos para Buffet ,SENAC - PI ,Entidade Parceira,7/6/2022,21/6/2022,32,1,1,"17,19","550,08"
CMNE ,PI ,Teresina ,2º BEC ,Administração e Suporte de Rede Linux Server ,SENAC - PI ,Entidade Parceira,31/10/2022,2/12/2022,120,4,4,"15,72","7545,6"
CMNE ,PI ,Teresina ,2º BEC ,Proteção de Dados em Segurança de Redes de PC ,SENAC - PI ,Entidade Parceira,29/8/2022,12/9/2022,32,3,3,"21,14","2029,44"
CMNE,PI,Teresina,2º BEC,"Curso de Motorista Profissional Categoria ""C""",DETRAN /PI,2º BEC,18/3/2022,21/11/2022,50,60,60,"12,91",38730
CMNE ,PI ,Teresina ,25º BC ,Manutenção de Notebook ,SENAC - PI ,Entidade Parceira,8/8/2022,2/9/2022,60,5,5,"23,1",6930
CMNE ,PI ,Teresina ,25º BC ,Preparação de Massas e Molhos ,SENAC - PI ,Entidade Parceira,8/8/2022,19/8/2022,20,6,6,"37,9",4548
CMNE ,PI ,Teresina ,25º BC ,Condutores de Veículos de Emergência ,SENAT ,Entidade Parceira,15/8/2022,19/8/2022,16,13,13,"7,5",1560
CMNE ,PI ,Teresina ,25º BC ,Condutor de ônibus Rodoviário ,SENAT ,Entidade Parceira,25/7/2022,5/8/2022,32,9,9,"7,82","2252,16"
CMNE ,PI ,Teresina ,25º BC ,Diagramação Digital ,SENAC - PI ,Entidade Parceira,8/8/2022,26/8/2022,80,1,1,5,400
CMNE ,PI ,Teresina ,25º BC ,Primeiros Socorros ,SENAC - PI ,Entidade Parceira,7/11/2022,11/11/2022,16,2,2,13,416
CMNE ,PI ,Teresina ,25º BC ,Licitações e Contratos ,SENAC - PI ,Entidade Parceira,7/11/2022,18/11/2022,40,4,4,"3,75",600
CMNE ,PI ,Teresina ,25º BC ,Frentista Abstecedor e Básico em Segurança ,SEST SENAT ,Entidade Parceira,8/8/2022,12/8/2022,26,3,3,"5,77","450,06"
CMNE ,PI ,Teresina ,25º BC ,Garde Manger: Preparo de Saladas e Molhos ,SENAC - PI ,Entidade Parceira,19/9/2022,28/9/2022,20,6,6,"39,09","4690,8"
CMNE ,PI ,Teresina ,25º BC ,Culinária para Iniciantes ,SENAC - PI ,Entidade Parceira,19/9/2022,28/9/2022,32,1,1,"12,6","403,2"
CMNE ,PI ,Picos ,3º BEC ,Transporte de produtos perigosos ,SEST SENAT ,Entidade Parceira,11/7/2022,22/7/2022,50,10,10,"4,4",2200
CMNE ,PI ,Picos ,3º BEC ,Transporte de Cargas Indivisíveis ,SEST SENAT ,Entidade Parceira,11/7/2022,22/7/2022,50,10,10,"4,4",2200
CMNE ,PI ,Picos ,3º BEC ,transporte de emergência ,SEST SENAT ,Entidade Parceira,11/7/2022,22/7/2022,50,10,10,"4,4",2200
CMNE ,PI ,Picos ,3º BEC ,Transporte Coletivo de Passageiros ,SEST SENAT ,Entidade Parceira,11/7/2022,22/7/2022,50,10,10,"4,4",2200
CMNE ,PI ,Picos ,3º BEC ,Operação de retroescavadeira ,SEST SENAT ,Entidade Parceira,11/7/2022,15/7/2022,32,10,10,"17,19","5500,8"
CMNE ,PI ,Picos ,3º BEC ,Operador de Munck ,SEST SENAT ,Entidade Parceira,11/7/2022,15/7/2022,32,10,10,"9,38","3001,6"
CMS ,PR ,Ponta Grossa ,13º BIB ,Gerenciamento de Estoque ,SENAC - PONTA GROSSA ,Entidade Parceira,14/9/2022,10/10/2022,21,30,30,"6,67","4202,1"
CMS ,PR ,Cascavel ,15º B Log ,OPERADOR DE EMPILHADEIRA ,SESI SENAI CASCAVEL ,Entidade Parceira,7/6/2022,9/6/2022,20,2,2,18,720
CMS ,PR ,Cascavel ,15º B Log ,INSTALADOR HIDRÁULICO ,SESI SENAI CASCAVEL ,Entidade Parceira,30/5/2022,4/7/2022,60,2,2,"10,84","1300,8"
CMS ,PR ,Cascavel ,15º B Log ,ELETRICISTA DE INSTALADOR RESIDENCIAL ,SESI SENAI CASCAVEL ,Entidade Parceira,4/7/2022,12/9/2022,120,3,3,8,2880
CMS ,PR ,Palmas ,15ª Cia E Cmb ,Transporte de Emergência ,SEST SENAT ,Entidade Parceira,17/10/2022,21/10/2022,50,2,2,7,700
CMS ,PR ,Palmas ,15ª Cia E Cmb ,Transporte de emergência ,SEST SENAT ,Entidade Parceira,26/10/2022,27/10/2022,15,2,2,"16,7",501
CMS ,PR ,Palmas ,15ª Cia E Cmb ,Transporte Coletivo de Passageiros ,SEST SENAT ,Entidade Parceira,14/9/2022,15/9/2022,15,2,2,"16,7",501
CMS ,PR ,Palmas ,15ª Cia E Cmb ,Operação e manutenção de tratores agrícolas ,SENAR ,Entidade Parceira,30/5/2022,1/6/2022,40,4,4,0,0
CMS ,PR ,Palmas ,15ª Cia E Cmb ,Operação de escavadeira ,SENAR ,Entidade Parceira,20/6/2022,24/6/2022,40,3,3,0,0
CMS,PR,Curitiba ,5° B Log,"Curso de Motorista Profissional Categoria ""C""",DETRAN /PR,5° B Log,16/3/2022,26/9/2022,50,40,40,"2,72","5442,92"
CMS,PR,Curitiba ,5° B Log,"Curso de Motorista Profissional Categoria ""D""",DETRAN /PR,5° B Log,9/6/2022,22/10/2022,50,60,60,"2,72","8164,39"
CMS,PR,Curitiba ,5° B Log,"Curso de Motorista Profissional Categoria ""E""",DETRAN /PR,5° B Log,18/3/2022,21/11/2022,50,22,22,"2,72","2993,61"
CMS,PR,Londrina,5º BE Cmb Bld,"Curso de Motorista Profissional Categoria ""C""",DETRAN /PR,5º BE Cmb Bld,9/6/2022,22/10/2022,50,10,10,"4,3",2150
CMS,PR,Londrina,5º BE Cmb Bld,"Curso de Motorista Profissional Categoria ""E""",DETRAN /PR,5º BE Cmb Bld,14/3/2022,16/11/2022,50,8,8,"4,3",1720
CMS ,PR ,Palmas ,15ª Cia E Cmb ,Transporte Coletivo de Passageiros ,SENAR ,Entidade Parceira,27/6/2022,1/7/2022,50,1,1,0,0
CMS ,PR ,Francisco Beltrão ,16º Esqd C Mec ,Auxiliar Administrativo ,SENAI-FRANCISCO BELTRÃO ,Entidade Parceira,25/4/2022,26/7/2022,160,4,4,0,0
CMS ,PR ,Francisco Beltrão ,16º Esqd C Mec ,Auxiliar de Serviços automotivos ,SENAI-FRANCISCO BELTRÃO ,Própria OM,26/5/2022,17/9/2022,160,18,18,0,0
CMS ,PR ,Francisco Beltrão ,16º Esqd C Mec ,Auxiliar de confecção-Caminho da profissão ,SENAI-FRANCISCO BELTRÃO ,Entidade Parceira,26/5/2022,30/7/2022,160,15,15,0,0
CMS ,PR ,Cascavel ,33° B I Mec ,Eletricista Instalador Residencial ,SENAI - Cascavel ,Entidade Parceira,12/9/2022,7/11/2022,120,2,2,"8,75",2100
CMS ,PR ,Cascavel ,33° B I Mec ,Transporte Coletivo de Passageiros ,SENAT ,Entidade Parceira,12/9/2022,23/9/2022,50,5,5,7,1750
CMS ,PR ,Cascavel ,33° B I Mec ,Manutenção de Ar Condicionado Automotivo ,SENAI - Cascavel ,Entidade Parceira,12/9/2022,16/9/2022,40,2,2,15,1200
CMS ,PR ,Cascavel ,33° B I Mec ,Transporte de Cargas Indivisíveis ,SENAT ,Entidade Parceira,12/9/2022,23/9/2022,50,2,2,7,700
CMS ,PR ,Cascavel ,33° B I Mec ,MOPP ,SENAT ,Entidade Parceira,12/9/2022,23/9/2022,50,2,2,7,700
CMS ,PR ,Curitiba ,5º B Log ,MOPP ,CENTEC CONESUL ,Entidade Parceira,27/6/2022,1/7/2022,50,13,13,6,3900
CMS ,PR ,Curitiba ,5º B Log ,Transporte Coletivo de Passageiros ,CENTEC CONESUL ,Entidade Parceira,27/6/2022,1/7/2022,50,8,8,6,2400
CMS ,PR ,Curitiba ,5º B Log ,Condutor de Veículo de Transporte de Emergênc ,CENTEC CONESUL ,Entidade Parceira,1/6/2022,5/6/2022,50,13,13,6,3900
CMS ,PR ,Curitiba ,5º B Log ,Cargas Indivisíveis ,CENTEC CONESUL ,Entidade Parceira,6/7/2022,8/7/2022,50,5,5,6,1500
CMS ,PR ,Curitiba ,5º B Log ,ELETRICISTA INSTALADOR PREDIAL DE BAIXA TENSÃ ,FIEP ,Entidade Parceira,4/7/2022,27/7/2022,60,6,6,9,3240
CMS ,PR ,Curitiba ,5º B Sup ,Garçom ,SENAC ,Entidade Parceira,3/10/2022,13/5/2022,15,20,20,8,2400
CMS ,PR ,Curitiba ,5º B Sup ,Mecanico Diesel - Básico ,SEST SENAT ,Entidade Parceira,17/10/2022,11/11/2022,20,10,10,10,2000
CMS ,PR ,Curitiba ,5º GAC AP ,Boas práticas de fabricação de alimentos ,SENAI PORTÃO ,Entidade Parceira,4/7/2022,8/7/2022,8,20,20,11,1760
CMS ,PR ,Rio Negro ,5º RCC ,Cozinha Brasileira ,SENAC ,Entidade Parceira,1/6/2022,31/7/2022,15,15,15,"17,78","4000,5"
CMS ,PR ,Guaíra ,15ª Cia Inf Mtz ,Curso de Operação de Caminhão Munck (NR-11) ,SESI/SENAI//IEL - Unidade Toledo ,Própria OM,1/8/2022,5/8/2022,16,10,10,"19,7",3152
CMS ,PR ,Curitiba ,Ba Adm Ap 5ª DE ,Condutor de veículos de emergência ,SEST/SENAT - Três Barras ,Entidade Parceira,3/10/2022,7/10/2022,50,3,3,6,900
CMS ,PR ,Curitiba ,Ba Adm Ap 5ª DE ,Transporte Coletivo de Passageiros ,SEST/SENAT - Três Barras ,Entidade Parceira,3/10/2022,7/10/2022,50,4,4,6,1200
CMS ,PR ,Curitiba ,Ba Adm Ap 5ª DE ,Transporte de produtos perigosos ,SEST/SENAT - Três Barras ,Entidade Parceira,3/10/2022,7/10/2022,50,1,1,6,300
CMS ,PR ,Curitiba ,Ba Adm Ap 5ª DE ,Exel Intermediário ,SENAI - CANOINHAS ,Entidade Parceira,12/9/2022,15/9/2022,30,8,8,"3,23","775,2"
CMS ,PR ,Curitiba ,Ba Adm Ap 5ª DE ,Assistente de Recursos Humanos ,SENAI - CANOINHAS ,Entidade Parceira,12/9/2022,7/11/2022,160,1,1,"2,23","356,8"
CMS ,PR ,Rio Negro ,11ª Bia AAAe Ap ,Cozinha Brasileira ,SENAC ,Entidade Parceira,1/6/2022,30/6/2022,15,15,15,"17,78","4000,5"
CMS ,PR ,Ponta Grossa ,3º RCC ,Introd ao Sv Garçom e Doces p/ Confeitaria ,SENAC - PONTA GROSSA ,Própria OM,1/8/2022,12/8/2022,60,30,30,"13,33",3999
CMS ,PR ,Ponta Grossa ,3º RCC ,Condutor de veículos de emergência ,SEST SENAT ,Entidade Parceira,4/7/2022,5/8/2022,50,3,3,7,1050
CMS ,PR ,Ponta Grossa ,3º RCC ,Transporte Coletivo de Passageiros ,SEST SENAT ,Entidade Parceira,4/7/2022,5/8/2022,50,3,3,7,1050
CMS ,PR ,Ponta Grossa ,3º RCC ,Transporte de Cargas Indivisíveis ,SEST SENAT ,Entidade Parceira,4/7/2022,5/8/2022,50,3,3,7,1050
CMS ,PR ,Cascavel ,Cia Cmdo 15ª Bda Inf Mtz ,Transporte Coletivo de Passageiros ,SENAT ,Entidade Parceira,1/8/2022,30/9/2022,50,1,1,5,250
CMS ,PR ,Cascavel ,Cia Cmdo 15ª Bda Inf Mtz ,Condutor de Veículos de Emergência ,SENAT ,Entidade Parceira,1/8/2022,30/8/2022,50,7,7,7,2450
CMS ,PR ,Apucarana ,30° B I Mec ,PINTOR DE OBRAS ,SENAI ,Própria OM,8/8/2022,23/9/2022,60,20,20,"9,5",11400
CML ,RJ ,Rio de Janeiro ,AGR ,Eletricista Baixa tensão ,SENAI ,Própria OM,00/00/0000 ,00/00/0000 ,30,15,15,0,0
CML ,RJ ,Rio de Janeiro ,AGR ,PEDREIRO ,SENAI ,Própria OM,00/00/0000 ,00/00/0000 ,40,12,12,0,0
CML ,RJ ,Rio de Janeiro ,AGR ,Pintor Residêncial e Predial ,SENAI ,Própria OM,00/00/0000 ,00/00/0000 ,30,13,13,0,0
CML ,RJ ,Rio de Janeiro ,AGR ,Básico de Refrigeração ,SENAI ,Própria OM,00/00/0000 ,00/00/0000 ,40,12,12,0,0
CML ,RJ ,Rio de Janeiro ,AGR ,Instalador Hidráulico ,SENAI ,Própria OM,00/00/0000 ,00/00/0000 ,40,10,10,0,0
CML ,RJ ,Rio de Janeiro ,BIBLIEx ,Design Gráfico Digital ,SENAC ,Entidade Parceira,16/5/2022,17/8/2022,112,1,1,"6,25",700
CML ,RJ ,Rio de Janeiro ,BIBLIEx ,Instalações Hidráulicas Prediais ,SENAI ,Entidade Parceira,21/6/2022,2/8/2022,100,1,1,"9,87",987
CML ,RJ ,Rio de Janeiro ,BIBLIEx ,Eletricista predial ,SENAI ,Entidade Parceira,22/6/2022,19/12/2022,380,1,1,"6,94","2637,2"
CML ,RJ ,Rio de Janeiro ,BIBLIEx ,Marketing Digital ,SENAC ,Entidade Parceira,21/6/2022,13/9/2022,100,1,1,"10,43",1043
CML ,RJ ,Rio de Janeiro ,BIBLIEx ,Metodologia de Cybersecurity ,SENAC ,Entidade Parceira,6/4/2022,6/5/2022,40,1,1,"0,8",32
CML ,RJ ,Rio de Janeiro ,BIBLIEx ,Informática básica ,SENAC ,Entidade Parceira,7/6/2022,11/8/2022,100,1,1,"8,82",882
CML ,RJ ,Rio de Janeiro ,BIBLIEx ,Instalação de Sistemas de Comandos Elétricos ,SENAI ,Entidade Parceira,12/5/2022,2/9/2022,120,1,1,"11,49","1378,8"
CML,RJ,Rio de Janeiro,25º B Log (Es),"Curso de Motorista Profissional Categoria ""D""",DETRAN /RJ,25º B Log (ES),18/3/2022,21/11/2022,50,125,125,"3,81","23812,5"
CML ,RJ ,Rio de Janeiro ,BIBLIEx ,Instalação de Sistemas de Segurança Eletrônic ,SENAI ,Entidade Parceira,14/4/2022,2/5/2022,60,1,1,"9,93","595,8"
CML ,RJ ,Rio de Janeiro ,BIBLIEx ,Qualificação para Auxiliares de Biblioteca ,Class Cursos ,Entidade Parceira,27/5/2022,30/7/2022,120,1,1,"3,25",390
CML ,RJ ,Rio de Janeiro ,BIBLIEx ,Primeiro socorros avançado ,Cruz Vermelha Brasileira ,Entidade Parceira,14/5/2022,11/6/2022,40,1,1,12,480
CML ,RJ ,Rio de Janeiro ,BIBLIEx ,Primeiro socorros avançado ,Cruz Vermelha Brasileira ,Entidade Parceira,15/8/2022,12/9/2022,40,1,1,12,480
CML ,RJ ,Rio de Janeiro ,CDE ,Camareira(o) em meios de hospedagem ,SENAC ,Entidade Parceira,25/4/2022,12/8/2022,216,1,1,"4,17","900,72"
CML ,RJ ,Rio de Janeiro ,CDE ,Marketing Digital ,SENAC ,Entidade Parceira,20/6/2022,22/6/2022,8,5,5,20,800
CML ,RJ ,Rio de Janeiro ,CEP ,Designer Gráfico ,SENAC ,Entidade Parceira,13/8/2022,25/2/2023,100,4,4,7,2800
CML ,RJ ,Rio de Janeiro ,CEP ,Informática básica ,SENAC ,Entidade Parceira,16/8/2022,4/10/2022,60,1,1,"14,7",882
CML ,RJ ,Rio de Janeiro ,CEP ,Ecoturismo ,SENAC ,Entidade Parceira,2/7/2022,10/9/2022,44,1,1,"8,85","389,4"
CML ,RJ ,Rio de Janeiro ,Cia Cmdo CML ,MOPP ,SEST SENAT ,Entidade Parceira,9/6/2022,10/6/2022,18,3,3,"11,11","599,94"
CML ,RJ ,Rio de Janeiro ,Cia Cmdo CML ,Condutor de veículos de emergência ,SEST SENAT ,Entidade Parceira,13/6/2022,17/6/2022,45,3,3,"6,67","900,45"
CML ,RJ ,Rio de Janeiro ,Cia Cmdo CML ,Transporte Coletivo de Passageiros ,SEST SENAT ,Entidade Parceira,20/6/2022,21/6/2022,18,2,2,"11,11","399,96"
CML ,RJ ,Rio de Janeiro ,Cia Cmdo CML ,Instalação e Mnt de Aparelhos de Ar Cond. ,SENAI - Vicente de Carvalho ,Entidade Parceira,5/9/2022,26/9/2022,60,1,1,"6,46","387,6"
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Proc e Ctl Qld em Refrigerantes e Refrescos ,FIRJAN ,Entidade Parceira,6/8/2022,3/9/2022,40,5,5,"16,26",3252
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Operador de Áudio ,FIRJAN ,Entidade Parceira,6/6/2022,5/10/2022,220,15,15,"10,73",35409
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Fotógrafo ,FIRJAN ,Entidade Parceira,23/5/2022,24/8/2022,212,15,15,"8,73","27761,4"
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Instalações Hidráulicas Prediais ,FIRJAN ,Entidade Parceira,13/6/2022,26/7/2022,100,20,20,"9,86",19720
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Técnicas de Montagem Drywall ,FIRJAN ,Entidade Parceira,23/5/2022,3/6/2022,40,20,20,"13,94",11152
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Técnicas de Montagem de Paredes de Concreto ,FIRJAN ,Entidade Parceira,7/5/2022,9/7/2022,40,15,15,"11,32",6792
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Téc de Montagem de Sistema Light Steel Frame ,FIRJAN ,Entidade Parceira,25/4/2022,6/5/2022,40,5,5,"26,5",5300
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Técnicas de aplicação de Porcelanato Líquido ,FIRJAN ,Entidade Parceira,20/4/2022,29/4/2022,24,15,15,"10,79","3884,4"
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Téc de Montagem de Sist Drywall - Mobiliários ,FIRJAN ,Entidade Parceira,9/8/2022,12/8/2022,16,15,15,"15,37","3688,8"
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Instalação de Sistemas de Seg Eletrônica ,FIRJAN ,Entidade Parceira,25/4/2022,13/5/2022,60,15,15,"9,93",8937
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Camareiro ,FAETEC Bangu ,Entidade Parceira,1/8/2022,15/12/2022,200,5,5,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Camareiro ,FAETEC Bangu ,Entidade Parceira,1/8/2022,15/12/2022,200,5,5,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Inglês Iniciante - 1ª Turma ,FAETEC Bangu ,Entidade Parceira,1/8/2022,15/12/2022,200,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Inglês Iniciante - 2ª Turma ,FAETEC Bangu ,Entidade Parceira,1/8/2022,15/12/2022,200,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Espanhol Básico I ,FAETEC Bangu ,Entidade Parceira,1/8/2022,15/12/2022,200,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Francês Básico I ,FAETEC Bangu ,Entidade Parceira,1/8/2022,15/12/2022,200,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Confeiteiro ,FAETEC Bangu ,Entidade Parceira,1/8/2022,15/12/2022,200,25,25,"0,41",2050
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Garçom ,FAETEC Bangu ,Entidade Parceira,1/8/2022,15/12/2022,200,25,25,"0,1",500
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Assistente Administrativo ,SENAI Benfica - Rio De Janeiro/RJ ,Entidade Parceira,18/7/2022,20/9/2022,180,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Assistente de Projeto FabLab ,SENAI Benfica - Rio De Janeiro/RJ ,Entidade Parceira,15/8/2022,25/10/2022,200,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Operador de Máquinas de Usin CNC ,SENAI Benfica - Rio De Janeiro/RJ ,Entidade Parceira,12/9/2022,10/5/2023,520,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Operador de Produçao Industrial ,SENAI Benfica - Rio De Janeiro/RJ ,Entidade Parceira,11/7/2022,25/11/2022,380,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Mantenedor e Ctl de Plantas Industriais ,SENAI Benfica - Rio De Janeiro/RJ ,Entidade Parceira,21/11/2022,16/12/2022,160,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Inversores de Frequência ,SENAI Benfica - Rio De Janeiro/RJ ,Entidade Parceira,24/10/2022,16/11/2022,60,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Prg de Aplicativos e Itg com IoT ,SENAI Benfica - Rio De Janeiro/RJ ,Entidade Parceira,5/12/2022,14/12/2022,60,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Eletricista Industrial ,SENAI Benfica - Rio De Janeiro/RJ ,Entidade Parceira,15/8/2022,30/11/2022,588,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Instalador de Sistemas Fotovoltaicos ,SENAI Benfica - Rio De Janeiro/RJ ,Entidade Parceira,11/7/2022,10/8/2022,180,15,15,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Garçom ,FAETEC Bangu ,Entidade Parceira,14/2/2022,14/7/2022,200,8,8,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Confeiteiro ,FAETEC Bangu ,Entidade Parceira,14/2/2022,14/7/2022,200,8,8,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Padeiro ,FAETEC Bangu ,Entidade Parceira,14/2/2022,14/7/2022,200,9,9,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Espanhol Básico I ,FAETEC Bangu ,Entidade Parceira,14/2/2022,14/7/2022,200,13,13,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Francês Básico I ,FAETEC Bangu ,Entidade Parceira,14/2/2022,14/7/2022,200,10,10,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Microempreendedor Individual (MEI) ,FAETEC Bangu ,Entidade Parceira,2/5/2022,12/7/2022,100,13,13,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Salgadeiro ,FAETEC Bangu ,Entidade Parceira,2/5/2022,12/7/2022,100,14,14,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo Bda Inf Pqdt ,Auxiliar de Cozinha ,FAETEC Bangu ,Entidade Parceira,2/5/2022,12/7/2022,100,6,6,0,0
CML ,RJ ,Paracambi ,DC Mun ,Transporte de produtos perigosos ,CETREMP ,Entidade Parceira,11/7/2022,11/8/2022,20,5,5,"17,5",1750
CML ,RJ ,Paracambi ,DC Mun ,Transporte Coletivo de Passageiros ,CETREMP ,Entidade Parceira,11/7/2022,11/8/2022,50,5,5,6,1500
CML ,RJ ,Paracambi ,DC Mun ,transporte de emergência ,CETREMP ,Entidade Parceira,11/7/2022,11/8/2022,50,5,5,6,1500
CML ,RJ ,Rio de Janeiro ,ECT ,OPERADOR DE EMPILHADEIRA ,SENAI- maracanã ,Entidade Parceira,4/7/2022,13/7/2022,40,1,1,"10,4",416
CML ,RJ ,Rio de Janeiro ,ECT ,Pães Diversos ,Senac Madureira ,Entidade Parceira,21/6/2022,7/7/2022,60,1,1,"9,15",549
CML ,RJ ,Rio de Janeiro ,EsACosAAe ,Condutor de veículos de emergência ,SEST/SENAT - Deodoro ,Entidade Parceira,21/6/2022,25/6/2022,50,2,2,6,600
CML ,RJ ,Rio de Janeiro ,EsACosAAe ,transporte de produtos perigosos ,SEST/SENAT - Deodoro ,Entidade Parceira,11/6/2022,9/7/2022,50,3,3,6,900
CML ,RJ ,Rio de Janeiro ,EsACosAAe ,ATUALIZAÇÃO COND VEIC TRNP COLETIVO DE PASSAG ,SEST/SENAT - Deodoro ,Entidade Parceira,30/6/2022,9/7/2022,16,2,2,"8,63","276,16"
CML ,RJ ,Rio de Janeiro ,EsAO ,cozinha descomplicada ,SENAC ,Entidade Parceira,11/11/2022,2/12/2022,16,2,2,"33,47","1071,04"
CML ,RJ ,Rio de Janeiro ,EsAO ,Doce para festas ,SENAC ,Entidade Parceira,1/10/2022,5/11/2022,24,2,2,"27,04","1297,92"
CML ,RJ ,Rio de Janeiro ,EsAO ,TRANSPORTE DE EMERGÊNCIA ,SESC/SENAT ,Entidade Parceira,21/6/2022,25/6/2022,50,5,5,0,0
CML ,RJ ,Rio de Janeiro ,EsAO ,Movimentação de Produtos Perigosos ,SESC/SENAT ,Entidade Parceira,4/4/2022,8/4/2022,50,2,2,0,0
CML ,RJ ,Rio de Janeiro ,EsAO ,Compras governamentais: gestores públicos ,SEBRAE ,Própria OM,25/7/2022,27/7/2022,8,5,5,0,0
CML ,RJ ,Rio de Janeiro ,EsAO ,Pregão eletrônico para o comprador ,SEBRAE ,Própria OM,25/7/2022,27/7/2022,4,5,5,0,0
CML ,RJ ,Rio de Janeiro ,EsAO ,Informática básica ,SENAC ,Entidade Parceira,20/8/2022,26/11/2022,60,2,2,"6,65",798
CML ,RJ ,Rio de Janeiro ,EsEFEx ,Fotógrafo ,FIRJAN ,Entidade Parceira,23/5/2022,24/8/2022,212,1,1,"8,7","1844,4"
